id,format,season,season_year,episodes,genres,source,tags,studios
116923,ONA,WINTER,2020.0,12.0,"[""COMEDY""]",MANGA,"[""FLASH"", ""FEMALE PROTAGONIST"", ""PRIMARILY FEMALE CAST"", ""CHIBI""]","[""AQUA ARIS""]"
116944,TV,WINTER,2021.0,12.0,"[""MUSIC"", ""SCI-FI""]",OTHER,"[""CARD BATTLE"", ""PRIMARILY FEMALE CAST"", ""FEMALE PROTAGONIST"", ""VIRTUAL WORLD"", ""IDOL""]","[""J.C. STAFF""]"
116962,MOVIE,FALL,2020.0,1.0,"[""ACTION"", ""FANTASY""]",VIDEO_GAME,"[""CGI"", ""PRIMARILY FEMALE CAST"", ""GODS"", ""VIDEO GAMES"", ""FEMALE PROTAGONIST"", ""FULL CGI""]","[""DYNAMO PICTURES"", ""STUDIO ANIMA""]"
116964,ONA,SPRING,2020.0,52.0,"[""ACTION"", ""ADVENTURE"", ""FANTASY"", ""ROMANCE""]",OTHER,"[""CULTIVATION"", ""MARTIAL ARTS"", ""FULL CGI""]","[""RUO HONG CULTURE""]"
116978,ONA,WINTER,2020.0,1.0,"[""MUSIC""]",ORIGINAL,"[""AMNESIA"", ""FULL CGI"", ""DEMONS""]","[""ECHOES""]"
116979,ONA,SPRING,2020.0,6.0,"[""MUSIC"", ""SLICE OF LIFE""]",ORIGINAL,"[""CARD BATTLE"", ""IDOL"", ""PRIMARILY FEMALE CAST"", ""FEMALE PROTAGONIST"", ""CGI"", ""HENSHIN"", ""CUTE GIRLS DOING CUTE THINGS""]","[""BANDAI NAMCO PICTURES""]"
116982,MOVIE,WINTER,2021.0,1.0,"[""ACTION"", ""FANTASY"", ""SCI-FI""]",ORIGINAL,"[""REINCARNATION"", ""SUPER POWER"", ""MYTHOLOGY"", ""TRAGEDY"", ""CYBERPUNK"", ""MOTORCYCLES"", ""FULL CGI""]","[""LIGHT CHASER ANIMATION""]"
117002,TV,SUMMER,2021.0,8.0,"[""DRAMA"", ""MAHOU SHOUJO"", ""MYSTERY"", ""PSYCHOLOGICAL"", ""THRILLER""]",VIDEO_GAME,"[""FEMALE PROTAGONIST"", ""MAGIC"", ""PRIMARILY FEMALE CAST"", ""ENSEMBLE CAST"", ""HENSHIN"", ""WITCH"", ""KUUDERE"", ""TWINS""]","[""SHAFT""]"
117012,ONA,FALL,2020.0,26.0,"[""ACTION"", ""SCI-FI""]",OTHER,"[""CULTIVATION"", ""FULL CGI"", ""ROBOTS"", ""MALE PROTAGONIST"", ""VIRTUAL WORLD"", ""ARTIFICIAL INTELLIGENCE"", ""SWORDPLAY""]","[""SPARKLY KEY ANIMATION"", ""AXIS STUDIOS""]"
117014,ONA,SUMMER,2020.0,12.0,"[""COMEDY"", ""FANTASY"", ""SUPERNATURAL""]",MANGA,"[""DEMONS"", ""GHOST"", ""MAGIC"", ""GODS"", ""FEMALE PROTAGONIST"", ""ZOMBIE"", ""YURI""]","[""HAOLINERS ANIMATION""]"
117019,OVA,FALL,2002.0,1.0,"[""COMEDY""]",MANGA,"[""PRIMARILY FEMALE CAST"", ""FEMALE PROTAGONIST""]","[""A.C.G.T.""]"
117034,OVA,SUMMER,2020.0,1.0,"[""MUSIC""]",OTHER,"[""PRIMARILY MALE CAST"", ""IDOL""]","[""DYNAMO PICTURES""]"
117067,TV,WINTER,2021.0,12.0,"[""SLICE OF LIFE""]",MANGA,"[""FOOD"", ""PRIMARILY FEMALE CAST"", ""FEMALE PROTAGONIST"", ""IYASHIKEI"", ""FULL CGI"", ""EDUCATIONAL"", ""COMING OF AGE"", ""SHOUNEN""]","[""J.C. STAFF""]"
117074,MOVIE,SPRING,2022.0,1.0,"[""COMEDY"", ""FANTASY""]",ORIGINAL,"[""ISEKAI"", ""CROSSOVER"", ""CHIBI"", ""PARODY"", ""ENSEMBLE CAST"", ""SCHOOL""]","[""STUDIO PUYUKAI""]"
117085,TV,WINTER,2021.0,11.0,"[""ACTION"", ""ADVENTURE"", ""FANTASY""]",LIGHT_NOVEL,"[""MAGIC"", ""DRAGONS""]","[""STUDIO DEEN""]"
117096,ONA,SPRING,2020.0,13.0,"[""ADVENTURE""]",ORIGINAL,"[""PRIMARILY CHILD CAST"", ""HISTORICAL"", ""KIDS"", ""ENSEMBLE CAST"", ""EPISODIC"", ""FEMALE PROTAGONIST"", ""CYBERPUNK"", ""CLASSIC LITERATURE"", ""FOREIGN""]","[""TOEI ANIMATION""]"
117163,ONA,SUMMER,2018.0,13.0,"[""ACTION"", ""FANTASY""]",VIDEO_GAME,"[""FULL CGI""]","[""SPARKLY KEY ANIMATION""]"
117168,ONA,SPRING,2020.0,272.0,"[""ACTION"", ""FANTASY""]",OTHER,"[""MARTIAL ARTS"", ""FULL CGI"", ""CULTIVATION""]","[""RUO HONG CULTURE""]"
117193,TV,SPRING,2021.0,25.0,"[""ACTION"", ""ADVENTURE"", ""COMEDY"", ""SCI-FI""]",MANGA,"[""SUPERHERO"", ""SUPER POWER"", ""SHOUNEN"", ""MALE PROTAGONIST"", ""SCHOOL"", ""PRIMARILY TEEN CAST"", ""HETEROSEXUAL"", ""CULTIVATION"", ""ENSEMBLE CAST"", ""TRAGEDY"", ""URBAN FANTASY"", ""CRIME"", ""ANTI-HERO"", ""URBAN"", ""ACHRONOLOGICAL ORDER"", ""PRIMARILY MALE CAST"", ""TOMBOY"", ""GORE"", ""LGBTQ+ THEMES"", ""MARTIAL ARTS""]","[""BONES""]"
117196,TV,SUMMER,2022.0,12.0,"[""ADVENTURE"", ""COMEDY"", ""FANTASY"", ""MAHOU SHOUJO"", ""ROMANCE"", ""SCI-FI""]",MANGA,"[""SHOUJO"", ""FEMALE PROTAGONIST"", ""URBAN FANTASY"", ""ALIENS"", ""KEMONOMIMI"", ""PRIMARILY TEEN CAST"", ""LOVE TRIANGLE"", ""PRIMARILY FEMALE CAST"", ""HENSHIN"", ""MAGIC"", ""HETEROSEXUAL"", ""PRIMARILY CHILD CAST"", ""SCHOOL"", ""MAIDS"", ""KUUDERE""]","[""YUMETA COMPANY"", ""GRAPHINICA""]"
117197,ONA,SPRING,2022.0,13.0,"[""ACTION"", ""COMEDY"", ""DRAMA""]",ORIGINAL,"[""SUPERHERO"", ""SUPER POWER"", ""CRIME"", ""ENSEMBLE CAST"", ""DRUGS"", ""PRIMARILY ADULT CAST"", ""SUPER ROBOT"", ""URBAN"", ""ADOPTION"", ""TWINS""]","[""BANDAI NAMCO PICTURES""]"
117343,TV,FALL,2020.0,13.0,"[""DRAMA"", ""HORROR"", ""PSYCHOLOGICAL"", ""SUPERNATURAL"", ""THRILLER""]",MANGA,"[""ANTI-HERO"", ""ASSASSINS"", ""SUPER POWER"", ""FEMALE PROTAGONIST"", ""CONSPIRACY"", ""DETECTIVE"", ""TRAGEDY"", ""SCHOOL"", ""ESPIONAGE"", ""ENSEMBLE CAST"", ""LGBTQ+ THEMES"", ""RURAL"", ""PRIMARILY TEEN CAST"", ""NECROMANCY"", ""GORE"", ""SHAPESHIFTING"", ""KUUDERE"", ""YANDERE"", ""ZOMBIE"", ""TIME MANIPULATION"", ""SHOGI"", ""PHOTOGRAPHY"", ""ALTERNATE UNIVERSE"", ""SHOUNEN"", ""CRIME""]","[""BRIDGE""]"
117395,ONA,SUMMER,2018.0,11.0,"[""SPORTS""]",MANGA,"[""FLASH"", ""FEMALE PROTAGONIST"", ""PRIMARILY FEMALE CAST"", ""CHIBI""]","[""C2C""]"
117396,OVA,SPRING,2019.0,2.0,"[""COMEDY"", ""MUSIC""]",ORIGINAL,"[""VTUBER""]","[""LIDE""]"
117403,MOVIE,FALL,2017.0,1.0,"[""FANTASY"", ""SLICE OF LIFE""]",ORIGINAL,"[""FULL CGI"", ""CROSSOVER""]","[""TOEI ANIMATION""]"
117408,SPECIAL,FALL,2019.0,2.0,"[""COMEDY""]",ORIGINAL,"[""CROSSDRESSING""]","[""SUNRISE""]"
117448,TV,SPRING,2021.0,10.0,"[""COMEDY"", ""ECCHI"", ""FANTASY""]",LIGHT_NOVEL,"[""ISEKAI"", ""FEMALE HAREM"", ""MAGIC"", ""MALE PROTAGONIST"", ""NUDITY"", ""ELF"", ""NEKOMIMI"", ""VIRTUAL WORLD"", ""HIKIKOMORI"", ""TANNED SKIN"", ""IDOL"", ""CGI""]","[""TEZUKA PRODUCTIONS"", ""OKURUTO NOBORU""]"
117496,ONA,SPRING,2020.0,6.0,"[""DRAMA"", ""ROMANCE"", ""SLICE OF LIFE""]",MANGA,"[""PRIMARILY ADULT CAST""]","[""DOGA KOBO""]"
117532,OVA,SUMMER,2020.0,6.0,"[""COMEDY"", ""MYSTERY""]",ORIGINAL,"[""DETECTIVE"", ""CLASSIC LITERATURE""]","[""PRODUCTION I.G""]"
117533,TV,WINTER,2021.0,13.0,"[""ACTION"", ""DRAMA"", ""SCI-FI""]",MANGA,"[""EDUCATIONAL"", ""DYSTOPIAN"", ""TRAGEDY"", ""SEINEN"", ""WORK"", ""PRIMARILY ADULT CAST"", ""GORE"", ""MEDICINE"", ""DRUGS"", ""MALE PROTAGONIST"", ""SURVIVAL"", ""ALTERNATE UNIVERSE"", ""SHAPESHIFTING"", ""SUICIDE"", ""GUNS""]","[""LIDENFILMS""]"
117556,MOVIE,WINTER,2021.0,1.0,"[""FANTASY"", ""SCI-FI"", ""SLICE OF LIFE""]",MANGA,"[""IYASHIKEI"", ""PRIMARILY FEMALE CAST"", ""FOREIGN"", ""ENSEMBLE CAST"", ""WORK"", ""TANNED SKIN"", ""FEMALE PROTAGONIST"", ""SHOUNEN"", ""SHIPS""]","[""J.C. STAFF""]"
117557,OVA,FALL,1999.0,4.0,"[""ADVENTURE"", ""COMEDY""]",MANGA,"[""KIDS"", ""ANIMALS""]","[""AJIADO""]"
117572,ONA,SUMMER,2020.0,10.0,"[""ADVENTURE"", ""FANTASY"", ""ROMANCE"", ""SUPERNATURAL""]",MANGA,"[""MAGIC""]","[""HAOLINERS ANIMATION"", ""GARDEN""]"
117573,ONA,SUMMER,2021.0,15.0,"[""FANTASY"", ""MYSTERY"", ""ROMANCE""]",ORIGINAL,"[""FULL CGI""]","[""YEAR YOUNG CULTURE""]"
117612,TV,SUMMER,2021.0,13.0,"[""ACTION"", ""ADVENTURE"", ""FANTASY"", ""ROMANCE""]",LIGHT_NOVEL,"[""POLITICS"", ""ISEKAI"", ""ECONOMICS"", ""MALE PROTAGONIST"", ""WAR"", ""MAGIC"", ""FEMALE HAREM"", ""FOOD"", ""ELF"", ""TANNED SKIN"", ""NEKOMIMI"", ""ADOPTION"", ""CLASSIC LITERATURE"", ""COSPLAY"", ""ENSEMBLE CAST"", ""ANTHROPOMORPHISM""]","[""J.C. STAFF""]"
117696,TV,WINTER,2021.0,12.0,"[""COMEDY"", ""FANTASY"", ""SLICE OF LIFE""]",MANGA,"[""EDUCATIONAL"", ""ANIMALS"", ""EPISODIC"", ""ENSEMBLE CAST"", ""WORK"", ""SATIRE"", ""SEINEN"", ""GODS"", ""CHIBI"", ""TRANSGENDER"", ""DINOSAURS"", ""ANGELS""]","[""ASAHI PRODUCTION""]"
117755,TV,FALL,2020.0,12.0,"[""ACTION"", ""FANTASY""]",VIDEO_GAME,"[""POLITICS"", ""MILITARY"", ""FUGITIVE"", ""BODY HORROR"", ""CONSPIRACY"", ""MAGIC"", ""GUNS"", ""SWORDPLAY"", ""FOREIGN""]","[""YOKOHAMA ANIMATION LAB""]"
117756,ONA,SPRING,2022.0,12.0,"[""ACTION"", ""MYSTERY"", ""SCI-FI""]",MANGA,"[""CYBERPUNK"", ""FULL CGI"", ""CYBORG"", ""FEMALE PROTAGONIST"", ""PRIMARILY ADULT CAST"", ""ROBOTS"", ""DYSTOPIAN"", ""POLICE"", ""POLITICS"", ""ARTIFICIAL INTELLIGENCE"", ""TRAGEDY"", ""MEMORY MANIPULATION"", ""NUDITY""]","[""PRODUCTION I.G"", ""SOLA DIGITAL ARTS""]"
117757,TV,FALL,2020.0,12.0,"[""COMEDY"", ""DRAMA"", ""SPORTS""]",MANGA,"[""SCHOOL CLUB"", ""ATHLETICS"", ""FEMALE PROTAGONIST"", ""FITNESS"", ""PRIMARILY FEMALE CAST"", ""CUTE GIRLS DOING CUTE THINGS"", ""TSUNDERE"", ""SCHOOL"", ""TOMBOY"", ""EDUCATIONAL"", ""SEINEN""]","[""BLADE""]"
117758,MOVIE,FALL,2020.0,3.0,"[""DRAMA"", ""MECHA"", ""SCI-FI""]",ORIGINAL,"[""ALIENS"", ""TRAGEDY"", ""REINCARNATION"", ""POST-APOCALYPTIC"", ""MILITARY"", ""KUUDERE""]","[""I.G ZWEI""]"
117763,MOVIE,SPRING,2021.0,1.0,"[""MUSIC""]",OTHER,"[""PRIMARILY FEMALE CAST"", ""FULL CGI"", ""FEMALE PROTAGONIST"", ""PRIMARILY TEEN CAST"", ""BAND"", ""COMING OF AGE"", ""TWINS"", ""CHUUNIBYOU"", ""IDOL""]","[""SANZIGEN""]"
117764,MOVIE,SUMMER,2021.0,1.0,"[""MUSIC""]",OTHER,"[""BAND"", ""FULL CGI"", ""FEMALE PROTAGONIST"", ""PRIMARILY FEMALE CAST"", ""PRIMARILY TEEN CAST"", ""CHUUNIBYOU"", ""IDOL""]","[""SANZIGEN""]"
117765,MOVIE,WINTER,2022.0,1.0,"[""MUSIC""]",OTHER,"[""PRIMARILY FEMALE CAST"", ""FULL CGI"", ""BAND"", ""TRAVEL"", ""FOREIGN"", ""IDOL"", ""LANGUAGE BARRIER""]","[""SANZIGEN""]"
117933,MOVIE,SUMMER,1996.0,1.0,"[""DRAMA""]",OTHER,"[""ANIMALS""]","[""MUSHI PRODUCTION""]"
117960,ONA,SUMMER,2017.0,24.0,"[""SLICE OF LIFE""]",OTHER,"[""KIDS""]","[""GATHERING""]"
117989,TV,SUMMER,2021.0,10.0,"[""COMEDY"", ""ECCHI"", ""ROMANCE"", ""SLICE OF LIFE""]",MANGA,"[""NUDITY"", ""FEMALE HAREM"", ""PRIMARILY FEMALE CAST"", ""SHOUNEN"", ""AGE GAP"", ""COLLEGE"", ""ADOPTION"", ""HETEROSEXUAL"", ""MALE PROTAGONIST"", ""LOVE TRIANGLE"", ""TSUNDERE"", ""EDUCATIONAL"", ""CROSSDRESSING"", ""COSPLAY"", ""SCHOOL"", ""KUUDERE"", ""CHIBI""]","[""ASREAD""]"
118075,OVA,SUMMER,1988.0,3.0,"[""ADVENTURE"", ""FANTASY""]",MANGA,"[""SHOUJO""]","[""MAGIC BUS""]"
118103,TV,FALL,2021.0,12.0,"[""COMEDY"", ""SUPERNATURAL""]",MANGA,"[""EPISODIC"", ""PRIMARILY ADULT CAST"", ""VAMPIRE"", ""SLAPSTICK"", ""SURREAL COMEDY"", ""ANIMALS"", ""URBAN FANTASY"", ""ENSEMBLE CAST"", ""MALE PROTAGONIST"", ""URBAN"", ""POLICE"", ""SHOUNEN"", ""VIDEO GAMES"", ""NUN""]","[""MADHOUSE""]"
118123,ONA,SPRING,2019.0,176.0,"[""ACTION"", ""ADVENTURE"", ""COMEDY""]",OTHER,"[""VTUBER"", ""PRIMARILY FEMALE CAST"", ""ENSEMBLE CAST"", ""IDOL"", ""PARODY"", ""CUTE GIRLS DOING CUTE THINGS"", ""FULL CGI"", ""SLAPSTICK"", ""EPISODIC"", ""META"", ""SURREAL COMEDY"", ""VIDEO GAMES"", ""CONSPIRACY"", ""NEKOMIMI"", ""SUCCUBUS"", ""YURI"", ""BAND"", ""JUDO"", ""SHRINE MAIDEN"", ""KEMONOMIMI"", ""PIRATES"", ""MAIDS"", ""DANCING"", ""TOMBOY"", ""DRAGONS"", ""WITCH"", ""BATTLE ROYALE"", ""GHOST"", ""DEMONS"", ""OFFICE LADY"", ""DETECTIVE"", ""FISHING"", ""ANGELS"", ""REAL ROBOT"", ""ELF"", ""VAMPIRE"", ""SPACE"", ""KAIJU"", ""BODY SWAPPING"", ""ALIENS"", ""CARS"", ""NECROMANCY""]","[""COVER CORP""]"
118124,ONA,SPRING,2018.0,1.0,"[""ACTION"", ""SUPERNATURAL""]",VIDEO_GAME,"[""DEMONS""]","[""YUMETA COMPANY""]"
118125,SPECIAL,SPRING,2020.0,1.0,"[""COMEDY"", ""SLICE OF LIFE"", ""SUPERNATURAL""]",MANGA,"[""DEMONS"", ""MONSTER GIRL"", ""SLAPSTICK"", ""PRIMARILY FEMALE CAST"", ""FEMALE PROTAGONIST"", ""META"", ""ANGELS"", ""GORE"", ""ISEKAI""]","[""NOMAD""]"
118201,ONA,WINTER,2021.0,42.0,"[""ACTION"", ""FANTASY""]",OTHER,"[""MILITARY"", ""FULL CGI"", ""WAR"", ""MALE PROTAGONIST"", ""DEMONS"", ""SWORDPLAY"", ""FEMALE HAREM""]","[""BUILD DREAM""]"
118202,ONA,FALL,2019.0,26.0,"[""ACTION"", ""ROMANCE""]",ORIGINAL,"[""MARTIAL ARTS"", ""HISTORICAL"", ""FULL CGI""]","[""BUILD DREAM""]"
118245,OVA,SUMMER,1998.0,2.0,"[""COMEDY"", ""SCI-FI""]",OTHER,"[""FEMALE PROTAGONIST"", ""PRIMARILY FEMALE CAST""]","[""FRONT LINE""]"
118375,TV,WINTER,2021.0,12.0,"[""ACTION"", ""ADVENTURE"", ""COMEDY"", ""ECCHI"", ""FANTASY"", ""ROMANCE""]",LIGHT_NOVEL,"[""FEMALE HAREM"", ""MALE PROTAGONIST"", ""MAGIC"", ""PRIMARILY FEMALE CAST"", ""DUNGEON"", ""EPISODIC"", ""NUDITY"", ""PARODY"", ""YANDERE"", ""SWORDPLAY""]","[""OKURUTO NOBORU""]"
118376,TV,FALL,2020.0,26.0,"[""ACTION"", ""ADVENTURE"", ""FANTASY""]",VIDEO_GAME,"[""SWORDPLAY"", ""MAGIC"", ""MALE PROTAGONIST"", ""DEMONS"", ""ELF"", ""SUPER POWER"", ""FEMALE PROTAGONIST"", ""ZOMBIE""]","[""OLM"", ""SUNRISE BEYOND""]"
118390,MOVIE,FALL,2021.0,1.0,"[""ADVENTURE"", ""SUPERNATURAL""]",ORIGINAL,"[""MYTHOLOGY"", ""FEMALE PROTAGONIST"", ""YOUKAI"", ""RURAL"", ""COMING OF AGE"", ""OUTDOOR"", ""ANIMALS"", ""PHILOSOPHY"", ""ATHLETICS""]","[""LIDENFILMS""]"
118399,TV,FALL,2020.0,24.0,"[""ACTION"", ""ADVENTURE"", ""FANTASY""]",ORIGINAL,"[""FEMALE PROTAGONIST"", ""DEMONS"", ""YOUKAI"", ""HISTORICAL"", ""MAGIC"", ""PRIMARILY FEMALE CAST"", ""MEMORY MANIPULATION"", ""AMNESIA"", ""SWORDPLAY"", ""TOMBOY"", ""TIME MANIPULATION"", ""ISEKAI"", ""ARCHERY"", ""KEMONOMIMI""]","[""SUNRISE""]"
118419,TV,FALL,2020.0,12.0,"[""COMEDY"", ""DRAMA"", ""ROMANCE"", ""SCI-FI"", ""SLICE OF LIFE""]",ORIGINAL,"[""GODS"", ""TRAGEDY"", ""FEMALE PROTAGONIST"", ""SLAPSTICK"", ""MALE PROTAGONIST"", ""DISABILITY"", ""URBAN FANTASY"", ""COMING OF AGE"", ""REHABILITATION"", ""LOVE TRIANGLE"", ""TIME SKIP"", ""ACTING"", ""KUUDERE"", ""MAHJONG"", ""EPISODIC"", ""VIDEO GAMES"", ""BASEBALL"", ""BASKETBALL""]","[""P.A. WORKS""]"
118630,TV,SPRING,2020.0,47.0,"[""ACTION"", ""ADVENTURE"", ""COMEDY""]",ORIGINAL,"[""CARD BATTLE"", ""KIDS""]","[""SHOGAKUKAN MUSIC & DIGITAL ENTERTAINMENT"", ""BRAIN'S BASE""]"
118743,MOVIE,SUMMER,2021.0,1.0,"[""ACTION"", ""DRAMA"", ""FANTASY"", ""MAHOU SHOUJO""]",MANGA,"[""MAGIC"", ""HENSHIN"", ""FEMALE PROTAGONIST"", ""ALTERNATE UNIVERSE"", ""TRAGEDY"", ""KUUDERE"", ""CGI"", ""ISEKAI"", ""SEINEN""]","[""SILVER LINK.""]"
118936,MOVIE,FALL,2020.0,1.0,"[""ACTION"", ""COMEDY"", ""ECCHI""]",MANGA,"[""SCHOOL"", ""MALE PROTAGONIST"", ""NUDITY"", ""PRIMARILY MALE CAST"", ""SLAPSTICK"", ""MALE HAREM"", ""BOYS' LOVE""]","[""SEVEN""]"
119056,TV,WINTER,2022.0,12.0,"[""ADVENTURE"", ""FANTASY""]",LIGHT_NOVEL,"[""ISEKAI"", ""GENDER BENDING"", ""FEMALE PROTAGONIST"", ""MAGIC"", ""VIRTUAL WORLD"", ""CGI"", ""DUNGEON""]","[""STUDIO A-CAT""]"
119113,MOVIE,SUMMER,2020.0,1.0,"[""ACTION"", ""DRAMA"", ""FANTASY"", ""MYSTERY""]",MANGA,"[""KAIJU"", ""POST-APOCALYPTIC"", ""TRAGEDY"", ""GORE"", ""MILITARY"", ""STEAMPUNK"", ""SHOUNEN"", ""CONSPIRACY"", ""ANTI-HERO"", ""SUPER POWER"", ""MALE PROTAGONIST"", ""SURVIVAL"", ""POLITICS"", ""MEMORY MANIPULATION"", ""ESPIONAGE"", ""TIME SKIP"", ""HENSHIN"", ""KUUDERE""]","[""WIT STUDIO""]"
119123,TV,WINTER,2021.0,12.0,"[""ACTION"", ""MECHA"", ""SCI-FI""]",VIDEO_GAME,"[""FEMALE PROTAGONIST"", ""PRIMARILY FEMALE CAST"", ""ROBOTS"", ""PRIMARILY TEEN CAST"", ""HENSHIN"", ""MILITARY"", ""CGI"", ""ISEKAI"", ""CUTE GIRLS DOING CUTE THINGS"", ""OTAKU CULTURE"", ""ARTIFICIAL INTELLIGENCE"", ""NUDITY""]","[""STUDIO A-CAT""]"
119258,MOVIE,FALL,2020.0,1.0,"[""ACTION"", ""HORROR"", ""SUPERNATURAL""]",ORIGINAL,"[""YOUKAI""]","[""PRODUCTION I.G""]"
119321,MOVIE,WINTER,2020.0,1.0,"[""FANTASY""]",OTHER,"[""WITCH"", ""FEMALE PROTAGONIST"", ""MAGIC"", ""KIDS"", ""FULL CGI"", ""PRIMARILY CHILD CAST"", ""FAMILY LIFE"", ""ADOPTION""]","[""STUDIO GHIBLI""]"
119344,ONA,SPRING,2020.0,1.0,"[""ROMANCE"", ""SLICE OF LIFE""]",ORIGINAL,"[""ADVERTISEMENT""]","["" L-A-UNCH\u30fbBOX""]"
119399,ONA,SPRING,2015.0,12.0,"[""COMEDY""]",MANGA,"[""HISTORICAL"", ""POLITICS"", ""PARODY""]","[""WIND UNDER THE WINGS""]"
119402,ONA,WINTER,2016.0,10.0,"[""COMEDY"", ""FANTASY""]",ORIGINAL,"[""SURREAL COMEDY"", ""ADVERTISEMENT"", ""CUTE GIRLS DOING CUTE THINGS""]","[""SUPER NORMAL STUDIO""]"
119403,ONA,SUMMER,2019.0,10.0,"[""COMEDY"", ""FANTASY""]",ORIGINAL,"[""SURREAL COMEDY"", ""ADVERTISEMENT"", ""CUTE GIRLS DOING CUTE THINGS""]","[""SUPER NORMAL STUDIO""]"
119661,TV,WINTER,2021.0,12.0,"[""ACTION"", ""ADVENTURE"", ""DRAMA"", ""FANTASY"", ""PSYCHOLOGICAL"", ""ROMANCE"", ""THRILLER""]",LIGHT_NOVEL,"[""ISEKAI"", ""TIME MANIPULATION"", ""TRAGEDY"", ""MALE PROTAGONIST"", ""WITCH"", ""MAGIC"", ""MEMORY MANIPULATION"", ""ENSEMBLE CAST"", ""ALTERNATE UNIVERSE"", ""CULT"", ""ELF"", ""GORE"", ""MONSTER GIRL"", ""MAIDS"", ""BODY HORROR"", ""ASSASSINS"", ""TIME SKIP"", ""TSUNDERE"", ""AGE GAP"", ""FOREIGN"", ""DEMONS"", ""VAMPIRE""]","[""WHITE FOX""]"
119665,ONA,SUMMER,2014.0,1.0,"[""ACTION"", ""MECHA"", ""SCI-FI""]",ORIGINAL,"[""REAL ROBOT""]","[""SUNRISE""]"
119675,TV,SPRING,2021.0,52.0,"[""ACTION"", ""ADVENTURE"", ""COMEDY"", ""SUPERNATURAL""]",MANGA,"[""GHOST"", ""SUPER POWER"", ""SHOUNEN"", ""MYTHOLOGY"", ""URBAN FANTASY"", ""PRIMARILY TEEN CAST"", ""SLAPSTICK"", ""REINCARNATION"", ""MALE PROTAGONIST"", ""TWINS"", ""KUUDERE"", ""HETEROSEXUAL"", ""SWORDPLAY"", ""SAMURAI"", ""DEMONS"", ""RELIGION"", ""REVENGE"", ""GODS"", ""AFTERLIFE"", ""ANGELS"", ""NECROMANCY"", ""YOUKAI"", ""SURVIVAL"", ""CHIBI""]","[""BRIDGE""]"
119683,TV,SPRING,2021.0,25.0,"[""ACTION"", ""ADVENTURE"", ""COMEDY"", ""FANTASY"", ""SCI-FI""]",MANGA,"[""SPACE"", ""TIME MANIPULATION"", ""MAGIC"", ""ROBOTS"", ""SHOUNEN"", ""ENSEMBLE CAST"", ""MEMORY MANIPULATION"", ""BONDAGE"", ""HUMAN PET"", ""ARTIFICIAL INTELLIGENCE"", ""MALE PROTAGONIST"", ""HENSHIN"", ""TIME SKIP"", ""VIRTUAL WORLD"", ""ALTERNATE UNIVERSE"", ""PRIMARILY TEEN CAST"", ""NUDITY"", ""TENTACLES"", ""PRIMARILY ADULT CAST"", ""SWORDPLAY"", ""CGI"", ""FEMALE HAREM""]","[""J.C. STAFF""]"
119696,ONA,SUMMER,2020.0,8.0,"[""COMEDY"", ""SLICE OF LIFE""]",MANGA,"[""CUTE GIRLS DOING CUTE THINGS"", ""PRIMARILY FEMALE CAST"", ""FOOD"", ""IYASHIKEI"", ""EPISODIC"", ""EDUCATIONAL""]","[""BLADE"", ""THUNDRAY""]"
119770,OVA,WINTER,1992.0,1.0,"[""ACTION""]",ORIGINAL,"[""EDUCATIONAL""]","[""TOEI ANIMATION""]"
119781,ONA,WINTER,2018.0,10.0,"[""COMEDY"", ""SLICE OF LIFE""]",ORIGINAL,"[""SHRINE MAIDEN"", ""VTUBER"", ""FEMALE PROTAGONIST"", ""FULL CGI"", ""CUTE GIRLS DOING CUTE THINGS"", ""PARODY"", ""ROBOTS""]","[""COVER CORP""]"
119784,MOVIE,SUMMER,2014.0,1.0,"[""ACTION"", ""COMEDY"", ""FANTASY""]",OTHER,"[""KIDS"", ""TRAINS""]","[""TMS ENTERTAINMENT""]"
119788,ONA,SPRING,2017.0,1.0,"[""SCI-FI"", ""SLICE OF LIFE""]",ORIGINAL,"[""WORK"", ""FOOD"", ""PRIMARILY ADULT CAST""]","[""COMIX WAVE""]"
119793,ONA,WINTER,2014.0,12.0,"[""COMEDY""]",ORIGINAL,"[""FOOD"", ""GODS""]","[""DLE""]"
119794,ONA,FALL,2014.0,6.0,"[""COMEDY""]",ORIGINAL,"[""FOOD""]","[""DLE""]"
119795,ONA,SUMMER,2015.0,13.0,"[""COMEDY"", ""MUSIC""]",ORIGINAL,"[""ANIMALS"", ""BAND""]","[""SUNRISE""]"
119806,TV,SPRING,2021.0,13.0,"[""ACTION"", ""DRAMA"", ""FANTASY""]",ORIGINAL,"[""PUPPETRY"", ""DEMONS"", ""SWORDPLAY"", ""MAGIC"", ""PRIMARILY ADULT CAST"", ""WUXIA"", ""CULTIVATION"", ""TIME MANIPULATION"", ""POLITICS"", ""GORE"", ""ANTI-HERO"", ""YANDERE"", ""ISEKAI"", ""DISABILITY"", ""HISTORICAL""]","[""PILI INTERNATIONAL MULTIMEDIA""]"
119812,SPECIAL,SUMMER,2020.0,1.0,"[""COMEDY"", ""ECCHI"", ""ROMANCE""]",MANGA,"[""PRIMARILY FEMALE CAST"", ""LOVE TRIANGLE"", ""KEMONOMIMI"", ""NUDITY"", ""YURI""]","[""STUDIO GOKUMI""]"
